Market,Sentiment,Concept,Verbatim
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,New and different
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Informations
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It is attractive
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,How it changes your skin tightnesss
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Its a fantastic idea
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It is perfect for me
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,i like the idea that it targets cellulite
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It’s explanation of the product was informative and to the point without it being over the top
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the shape of the product and skin firming attributes
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"Sculp smooth body,must be good"
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite overnight
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The colors
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Good idea
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The packaging is so unique and eye catching
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,It sounds similar to Bio-oil which I like.
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Everything
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Lots of information
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"The fragrance, The results it would give, The look of the packaging"
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Smooths and fades stretch marks
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Coconut
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the fact it's natural ingredients
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Evry thing
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I liked the design of the product
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,If it does what it says then amazing
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"I like that it is priced fairly and offers solutions to stretch marks, I also love the fragrance of soap and glory so this would be nice compared to Palmers stretch mark cream for example which is sickly"
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Elasticity
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Generally good
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"attractive packaging, iconic fragrance, reduces strechmarks and improves elasticity, contains retinol and baobal oil, innovative patented technology, safe to use on all kinds of skin"
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Works quick
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The functions and packaging
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Perfume of it
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Some things
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"I like the fact that a UK university is involved with this, i like the concept and its something that can really help with issues on our bodies."
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Something different to other brands
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Easy to use
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,i like how easy it is to use
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love that it's a stretch mark relief formula
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the effects of the product and i also like the packaging.
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Liked that it may fade cellulite
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"New and different, nothing else like it. Seems effective"
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Informations
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,It is useful
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Helps stretch marks
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Its new and exciting i love trying new products
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love the flavour
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the idea if for all over the body
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Straight forward explanation of what its aim of the product it. Better priced product to others on the market
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love the travel size bottle and the presumed effects of this product
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Clever idea
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Fade stretchmarks
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like everything
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Loved this idea of a different product
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Targets stretch marks
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The concept. Erase wrinkles and time lines. The packaging
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It is a travel container.
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,everything
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The brand name
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Easy to use
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,natural and healthy for the skin
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Evry thing
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I liked everything
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I suffer in the sun so this sounds lovely
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The affects ot could have
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Another alternative to other brands, quite different for this brand which will be a nice change"
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reverse the age
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,A new innovative. Cares for everyone
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"convenient format, lightweight, iconic fragrance, reverse signs of skin damage in just 4 weeks"
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,.
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I absolutely love the product
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Good size for travelling
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,all are good.
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Everything
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Interesting product
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The concept
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,i like that is targeting to correct a body issue as well as moisturise.
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Slightly over priced
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Seems very easy to use
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the new patented formula
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I love that it's a stretch mark relief formula as it's very much one of the things I like to work on myself
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the bottle design and the benefits of the product.
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Love that it can reverse ageing, love that it is pump action and has the lovely soap and glory fragrance"
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,New and different
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Its different
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It is great
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Compact
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I lime its bew abd exciting i love new peoducts
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Love the descriptions
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,thats is an all over body treatment
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Descriptive without being over the top
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Bottle shape and size
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Lovely ingredients,sounds helpful"
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reversal of skin damage
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like everything
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Lovely idea
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,All of it
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,it looks like a lovely treat
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It is easy to apply.
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Sounds relaxing
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,it helps tired muscles
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Everything
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"It has alot of beneficial factors, easy intructions on how to use"
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,good
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,lavender scent
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,All of the product
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,looks promising
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's amazing
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The brand. Deep conditioning body serum. The fragrances.
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It helps u relax and feel at ease
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Like the idea of waking up rejuvenated due to this cream working on my muscles overnight.
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's new and interesting
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,8 hour release
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Product ideas
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"I like the images, it looks easy to use."
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Amazing idea
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's very nice
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I liked everything.
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Ingredients
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like the relaxing idea
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"Effective over night, ingredients, like what it’s for."
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The effect of the product
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Restful aroma
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Description and ingredients
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Work overworked muscles and a serum
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It helps muscles as you sleep
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Interesting
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,the product is about muslce relaxation which is very ideal for me since my work consist of walking and standiing all day.
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Every thing
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Being new
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The fact it works overnight
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,all of it
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Quality
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's a great idea
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's great idea
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,i love that it offeres me an easy way to give myself self care
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The nozzle makes it easier to apply.
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Sounds good but not entirely relevant to my life
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's energising
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Everything
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Active ingredients
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"I ike the fact its simple and easy to use, and its quick and simple"
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The fact that it makes you feel more awake
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,excitement
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Caffeine to wake up tired skin and improve blood circulation
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,All
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,loved the idea of refreshing spray
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's simple
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like the brand. I love the whole concept of revitalizing your muscles as you rest and the fragrance of lavender and ylang ylang.
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,How clear it makes your skin look
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Like the idea of having a nice scented spray to help replenish me when I need it.
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It seems refreshing
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,the ingredients
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Can be used on face and at any time
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Title
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The description is informative
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Good concept
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's very good
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I liked every thing.
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Feeling freshness after using
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's a mist
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,I like an energising spritz especially in the morning
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"Ease of use, effective ingredients"
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The effect of the product
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Easy to use
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,the information given makes me wanna buy the product
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Every thing
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The whole idea
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Info on the caffeine improving blood circulation
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,all of it
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Quality
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's great idea
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Not a fan of sprays
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,would offer a moment of relaxation at home
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,All of it!!!!!
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It seems to be relaxing
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,How to use
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like that it says it melts away stress and prime your body of a rest full sleep so this product is something i would definitely try and im quite exited about.
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,great
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,helps manage stress and revitalizes the body's senses
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,All
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,loved the fragrances
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the colors
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,"I like the name Slumberland Soak and the brand Soap and Glory. I like that they are designed to melt away stress and prepare you for restful sleep. I like the smell of amber, vanilla and geranium."
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I liked how it looks in the pics
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,"Like the fragrance, cost and benefits this product appears to sell!"
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It seems helpful
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,it helps you relax
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Relaxing bath soak
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Colours
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Tye instructions are clear and informative.
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Good idea
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It's very nice
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I liked everything.
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Magnesium salt for relaxing
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Magnesium
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Relaxing its enticing
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Easy to use. Like ingredients. Like fragrance
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The power of it
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Relaxing
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Description
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Everything
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The colours and purpose of product
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The fragrance
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,the color pink of the ad is ver appealing
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Every thing
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,That it calms your senses. Perfect to unwind after a busy day.
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,all of it
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Quality
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It's a great idea.
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I like the ingredients
UK,Likes,Soap & Glory Wake-Up Glorious Slumberland Soak​,It's great idea
UK,Range,Girls Night Out Concept Range Likes And Dislike,Really good products
UK,Range,Girls Night Out Concept Range Likes And Dislike,Very convenient to wear to help look after your skin
UK,Range,Girls Night Out Concept Range Likes And Dislike,indifferent
UK,Range,Girls Night Out Concept Range Likes And Dislike,"Sounds great,"
UK,Range,Girls Night Out Concept Range Likes And Dislike,Good idea
UK,Range,Girls Night Out Concept Range Likes And Dislike,"That each of these products sound very different from anything I have ever seen before, meaning that this brand as a whole creates a wide variety of creative and innovative products."
UK,Range,Girls Night Out Concept Range Likes And Dislike,It’s a great kit for a pamper night for you and your friends
UK,Range,Girls Night Out Concept Range Likes And Dislike,Looks very expensive
UK,Range,Girls Night Out Concept Range Likes And Dislike,"convenient, will revive and refresh"
UK,Range,Girls Night Out Concept Range Likes And Dislike,Yes
UK,Range,Girls Night Out Concept Range Likes And Dislike,It’s exciting and interesting g.   Good ideas.  Soap and glory is gray.  Always good items
UK,Range,Girls Night Out Concept Range Likes And Dislike,"Good idea, all in ones"
UK,Range,Girls Night Out Concept Range Likes And Dislike,"Good, want to try"
UK,Range,Girls Night Out Concept Range Likes And Dislike,Perfect
UK,Range,Girls Night Out Concept Range Likes And Dislike,I think they sound really fun and have a sense of luxury about them. Would be interesting to try them.
UK,Range,Girls Night Out Concept Range Likes And Dislike,"The range seems like a great idea of you go out on a regular basis, but i like the pamper aspects too, so they can be used for self care alao."
UK,Range,Girls Night Out Concept Range Likes And Dislike,Good
UK,Range,Girls Night Out Concept Range Likes And Dislike,Its ok
UK,Range,Girls Night Out Concept Range Likes And Dislike,Great idea 3 good ideas that will support any girls night fun as well
UK,Range,Girls Night Out Concept Range Likes And Dislike,I think it's great. It is a unique product. Females always make multiple trips to the loo on nights out to try and freshen up. But they do not have the products in the loos we need to freshen up. So we have to result to using toilet paper. Yuck. This product will be a life saver for a lot of us females.
UK,Range,Girls Night Out Concept Range Likes And Dislike,Great idea
UK,Range,Girls Night Out Concept Range Likes And Dislike,"I like the concept, if I was younger and going out more I would absolutely love it."
UK,Range,Girls Night Out Concept Range Likes And Dislike,"hydrates you ,keeps you refreshed and adds sparkle everything you need on a girls night out"
UK,Range,Girls Night Out Concept Range Likes And Dislike,Sounds very interesting products and even i am not going out as much as I used to i still would be very interested in this new products
UK,Range,Girls Night Out Concept Range Likes And Dislike,I like it
UK,Range,Girls Night Out Concept Range Likes And Dislike,Seems like a great quality product
UK,Range,Girls Night Out Concept Range Likes And Dislike,I like the brand but needs more new products
UK,Range,Girls Night Out Concept Range Likes And Dislike,This is a really thought through set for young ladies
UK,Range,Girls Night Out Concept Range Likes And Dislike,"A unique beauty concept designed around a girls night out.  The wipes are great to take in a handbag and refresh during the night.  All the products will work together too and could be sold as a package.  Its fun, nicely scented and cheap enough to buy.  Girls will love it!!"
UK,Range,Girls Night Out Concept Range Likes And Dislike,Quite interesting
UK,Range,Girls Night Out Concept Range Likes And Dislike,It sounds like something i would give as a gift
UK,Range,Girls Night Out Concept Range Likes And Dislike,"Seems fun, good to buy for a group on a trip or night out together"
UK,Range,Girls Night Out Concept Range Likes And Dislike,I think it’s really cute. I would buy it
UK,Range,Girls Night Out Concept Range Likes And Dislike,I love the concept! It woudl definitely be a winner for me and my girls any night out!
UK,Range,Girls Night Out Concept Range Likes And Dislike,good range
UK,Range,Girls Night Out Concept Range Likes And Dislike,"I think I would prefer all natural products if possible even at a girls night out, all the glitter and glow of the product makes me feel they re all artificial not natural and then not suitable for the skin. I would prefer natural uncoloured products and supporting sensitive  skin."
UK,Range,Girls Night Out Concept Range Likes And Dislike,Nice idea
UK,Range,Girls Night Out Concept Range Likes And Dislike,Brand quality
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Really good!
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,looks like theyre trying too hard
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Distinctive
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Very good
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Good
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Nothing in particular
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"Luxurious, good ideas"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Luxurious
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,nice and cool
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,notto keen
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I like the idea of the lotion, but not the gloves or glow stick"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Would definitely recommend this product to family and friends
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,For some specific ocasion
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Positive thoughts
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"It seems like a new idea that I haven't seen before, and it would love to try it"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Fairly promising
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"A very fresh looking product with a very fun catchy name, cant wait to buy."
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"its pretty good , the only product i found not so useful is the glow stick for collar bones, i dont think it something alot of women use"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"Now that I have read all three products, this really is nothing new."
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,It is a great idea.
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"Ilike it, it sounds very sensual, luxurious and pampering"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Very good and very nice
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,its good
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,It’s a very interesting new range of products
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,I like it
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Good products
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"Different, fit with the brand, affordable"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Think this is the ultimate and indulgent range for women that like to look their best and shine when going out. It is like a treat for a women and a sensory experience.
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,I never used this kind of products but im sure it will find target group.
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,The brand has quality
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Sexy
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Love the concept
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Nothings
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Great
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Simple skincare to give a radiant glow
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,Interesting
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,"I love the name for it. I would to try the products except for the hand shimmer. My hands are in water all the time so this wouldnt work for me and even if u went out, if u went to the toilet you would wash your hands so it would probably just come off"
UK,Range,Liquid Lingerie Concept Range Likes And Dislikes,it is a good idea
UK,Range,Mission Possible Concept Range Likes And Dislikes,I think it is awesome. Never seen things like this before and think it will go down well
UK,Range,Mission Possible Concept Range Likes And Dislikes,The sound like a good trio of products that will pamper.
UK,Range,Mission Possible Concept Range Likes And Dislikes,Very good and exciting
UK,Range,Mission Possible Concept Range Likes And Dislikes,Making a mira la
UK,Range,Mission Possible Concept Range Likes And Dislikes,I like this concept
UK,Range,Mission Possible Concept Range Likes And Dislikes,"I like the idea, but I wouldn't buy the time travel"
UK,Range,Mission Possible Concept Range Likes And Dislikes,Really new and modern ideas from a quality name brand
UK,Range,Mission Possible Concept Range Likes And Dislikes,I like it very much
UK,Range,Mission Possible Concept Range Likes And Dislikes,great one
UK,Range,Mission Possible Concept Range Likes And Dislikes,It would be worth to give it a try
UK,Range,Mission Possible Concept Range Likes And Dislikes,Itis great
UK,Range,Mission Possible Concept Range Likes And Dislikes,Everything was special
UK,Range,Mission Possible Concept Range Likes And Dislikes,They don’t have much proof they work
UK,Range,Mission Possible Concept Range Likes And Dislikes,Exciting and new. There to support wellbeing
UK,Range,Mission Possible Concept Range Likes And Dislikes,I think it’s a refreshing idea for this brand as it’s a new concept for them. I think it’s attractive to a lot of people especially those on the end of 20’s into 30’s as their packaging and fragrance appeals to them and it’s less intense than some ‘older lady’ associated brands
UK,Range,Mission Possible Concept Range Likes And Dislikes,Good
UK,Range,Mission Possible Concept Range Likes And Dislikes,Good products with good intentions
UK,Range,Mission Possible Concept Range Likes And Dislikes,"great addition to the brand, relevant, innovative"
UK,Range,Mission Possible Concept Range Likes And Dislikes,Intrigued
UK,Range,Mission Possible Concept Range Likes And Dislikes,Actually...it's not bad
UK,Range,Mission Possible Concept Range Likes And Dislikes,Trendy
UK,Range,Mission Possible Concept Range Likes And Dislikes,everything is done great and meant for women.
UK,Range,Mission Possible Concept Range Likes And Dislikes,Can’t wait to try it
UK,Range,Mission Possible Concept Range Likes And Dislikes,A nice new thing to tey
UK,Range,Mission Possible Concept Range Likes And Dislikes,Nothing
UK,Range,Mission Possible Concept Range Likes And Dislikes,I think is great and the fact that is in UK its fantastic
