Market,Sentiment,Concept,Verbatim,Period
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Its a fun product and i love the idea of the added glitter it will leave on the skin as well as making you smell nice!!,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Very nice product,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,The size,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Love the sound of wild cherry scent,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Seems fun and easy to apply,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,It’s quite original,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,"I like the idea of adding glow on the go! No messy tubs of glitter, so stickiness from liquid types. Just rub on and go! Genius",Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,star dust,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,The claims it makes your skin feel and smell like,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,The description,Jan24
UK,Likes,Soap & Glory Girl'S Night Out Stardust Stick​,Brand quality,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Great hands - my hands are so rough from over washing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Quality,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Every thing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Good,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,It is amazing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,The scent,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I love the shimmer and glow,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Liked this product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,The glowing part,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I liked the idea of the product and would like to purchase it,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"It contains vitamin E and supports collagen, reduces lines",Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Quick and simple hand exfoliation,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Very good product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,its has vitamin e and also can be used with other products,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I like that the cream will soften your skin and give a healthy look.,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Limited benefits,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,the thought of soft glowing skin,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Very good and very nice,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,It’s a very different concept and easy to use,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I liked the final result,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,How it can nourish your hands at the same time,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Everything,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"Informative, short and different to other products currently available",Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,"Has the important ingredients for healthy skincare like vitamin E and collagen, known to be effective",Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Works just effectively as portrayed,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Syxe,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Reduce aging hand,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I really like the bottle pump,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Drawings,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,Im not to sure about this idea. Its not something I would really use,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow Gloves​,I use highlighter daily and it's an important thing for me,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Getting rid of my wrinkles perfect,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,The applicator looks new and different,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Unique,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Every thing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,All,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,It is nice,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Everything,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Love the glow,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,lovely idea,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,gives a nice glow,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Like everything about the product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,The natural glow,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I liked the idea of the product and would like to buy it,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,"It moisturises and hydrates, while adding a glow and brightness to your skin, it would cheer me up",Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Love glowing skin!,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Cool product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,its looks good on the skin in picture,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I don't like this idea.,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Limited benefits,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like the feeling of luxury,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Very good,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I have not seen it before and would be intrigued to try it out,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Highlighter,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I liked its results,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,How small it is. And no mess,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,"Easy to understand, informative, imagery",Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,"Fits into bag for a quick top up. Comes in an easy applicator, stick form.",Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Mild and soothing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Body softness,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Not relevant. Not needed.,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Moisture,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I like that it includes castor oil,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,Images,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,It's not messy but would only really use it in the summer. It's compact to fit in your handbag,Jan24
UK,Likes,Soap & Glory Liquid Lingerie Glow-On​,I use highlighter daily and it's an important thing for me,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Liked all,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,applicator,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Distinctive,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Every thing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Good,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,New thing,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like an overall shimmer look on my body,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Liked everything,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,It sounds like it would work well,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Lije everything about this product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I liked the idea of the product and would like to buy it,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"It's avaikable with an SPF, transfer proof, airbrush effect, good for the summer months, gives skin a healthy glow",Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Would work great for a night out,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,A very fresh new product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,i have skin and this would be easy to use to moisturise,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the fact your skin will glow making it look healthier.,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Limited benefits,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"Shiny ,glowing skin",Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Very good,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,It is a good idea but not sure how much I would use it,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,It’s sparkling,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I think it's good product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Just never heard of a body primer,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Everything,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,"Imagery, informative, affordable",Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Is an easy applicator form,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The brand speaks elegance,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Sexy,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The idea of having a primer for skin that imprives its appearence is great. I have scars and pigmentation that this could help improve the appearance of,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,All body,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I like the roll on applicator,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Images,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I liked everything about this product,Jan24
UK,Likes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,I use highlighter daily and it's an important thing for me,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The packaging and the concept. Erasing stretchmarks,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Everything,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The colors and all the information,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"Fragrance, packaging, outcome of using it",Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The name and the brands quality,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like everything,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,great for all time of skin,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Evry thing,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The product design was great,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Night time relaxing product works overnight soap and glory always smells amazing,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Give confidence especially if I was on holiday in a bikini each day this would certainly help my cellulite,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets problem areas,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Clears all marks,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"visible results in 4 weeks, innovative, soap&glory iconic fragrance, works at night, attractive packaging",Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Coconut,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like it,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,i love everything of it.,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Looks good,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The ease of use,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I love it because my child and I need it.,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Different,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,If it does what it says it does removin cellulite i like that,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,i like how effective it can be,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the concept and the look of the product,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the benefits provided by the product.,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Liked that it improve cellulite,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,New and different,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Informations,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It is attractive,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,How it changes your skin tightnesss,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Its a fantastic idea,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It is perfect for me,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,i like the idea that it targets cellulite,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,It’s explanation of the product was informative and to the point without it being over the top,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like the shape of the product and skin firming attributes,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,"Sculp smooth body,must be good",Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite overnight,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,The colors,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Good idea,Jan24
UK,Likes,Soap & Glory Mission Possible Bounce Back Body Balm​,Targets cellulite,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The packaging is so unique and eye catching,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,It sounds similar to Bio-oil which I like.,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Everything,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Lots of information,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"The fragrance, The results it would give, The look of the packaging",Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Smooths and fades stretch marks,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Coconut,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the fact it's natural ingredients,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Evry thing,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I liked the design of the product,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,If it does what it says then amazing,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"I like that it is priced fairly and offers solutions to stretch marks, I also love the fragrance of soap and glory so this would be nice compared to Palmers stretch mark cream for example which is sickly",Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Elasticity,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Generally good,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"attractive packaging, iconic fragrance, reduces strechmarks and improves elasticity, contains retinol and baobal oil, innovative patented technology, safe to use on all kinds of skin",Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Works quick,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,The functions and packaging,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Perfume of it,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Some things,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"I like the fact that a UK university is involved with this, i like the concept and its something that can really help with issues on our bodies.",Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Something different to other brands,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Easy to use,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,i like how easy it is to use,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love that it's a stretch mark relief formula,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the effects of the product and i also like the packaging.,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Liked that it may fade cellulite,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,"New and different, nothing else like it. Seems effective",Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Informations,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,It is useful,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Helps stretch marks,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Its new and exciting i love trying new products,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love the flavour,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like the idea if for all over the body,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Straight forward explanation of what its aim of the product it. Better priced product to others on the market,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I love the travel size bottle and the presumed effects of this product,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Clever idea,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Fade stretchmarks,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,I like everything,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Loved this idea of a different product,Jan24
UK,Likes,Soap & Glory Mission Possible Smooth Operator Elixir​,Targets stretch marks,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The concept. Erase wrinkles and time lines. The packaging,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It is a travel container.,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,everything,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The brand name,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Easy to use,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,natural and healthy for the skin,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Evry thing,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I liked everything,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I suffer in the sun so this sounds lovely,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The affects ot could have,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Another alternative to other brands, quite different for this brand which will be a nice change",Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reverse the age,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,A new innovative. Cares for everyone,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"convenient format, lightweight, iconic fragrance, reverse signs of skin damage in just 4 weeks",Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,.,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I absolutely love the product,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Good size for travelling,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,all are good.,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Everything,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Interesting product,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,The concept,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,i like that is targeting to correct a body issue as well as moisturise.,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Slightly over priced,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Seems very easy to use,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the new patented formula,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I love that it's a stretch mark relief formula as it's very much one of the things I like to work on myself,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like the bottle design and the benefits of the product.,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Love that it can reverse ageing, love that it is pump action and has the lovely soap and glory fragrance",Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,New and different,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Its different,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,It is great,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Compact,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I lime its bew abd exciting i love new peoducts,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Love the descriptions,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,thats is an all over body treatment,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Descriptive without being over the top,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Bottle shape and size,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,"Lovely ingredients,sounds helpful",Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Reversal of skin damage,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,I like everything,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,Lovely idea,Jan24
UK,Likes,Soap & Glory Mission Possible Time Travel Body Lotion​,All of it,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,it looks like a lovely treat,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It is easy to apply.,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Sounds relaxing,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,it helps tired muscles,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Everything,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"It has alot of beneficial factors, easy intructions on how to use",Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,good,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,lavender scent,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,All of the product,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,looks promising,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's amazing,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The brand. Deep conditioning body serum. The fragrances.,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It helps u relax and feel at ease,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Like the idea of waking up rejuvenated due to this cream working on my muscles overnight.,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's new and interesting,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,8 hour release,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Product ideas,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"I like the images, it looks easy to use.",Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Amazing idea,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's very nice,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I liked everything.,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Ingredients,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,I like the relaxing idea,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,"Effective over night, ingredients, like what it’s for.",Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The effect of the product,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Restful aroma,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Description and ingredients,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Work overworked muscles and a serum,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It helps muscles as you sleep,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Interesting,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,the product is about muslce relaxation which is very ideal for me since my work consist of walking and standiing all day.,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Every thing,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Being new,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,The fact it works overnight,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,all of it,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,Quality,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's a great idea,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Magni-Serum​,It's great idea,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,i love that it offeres me an easy way to give myself self care,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The nozzle makes it easier to apply.,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Sounds good but not entirely relevant to my life,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,It's energising,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Everything,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Active ingredients,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,"I ike the fact its simple and easy to use, and its quick and simple",Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,The fact that it makes you feel more awake,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,excitement,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,Caffeine to wake up tired skin and improve blood circulation,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,All,Jan24
UK,Likes,Soap & Glory Wake-Up Glorious Press Play Spray​,loved the idea of refreshing spray,Jan24
